ПО/не ПО,Код (Соответствие),Комментарий,Версия продукта (Соответствие)
непонятно,Cisco Network Setup Assistant,,4.8.02045
ПО,Cisco Webex Meetings,,40.6.6.7
непонятно,cisco-jvdi-client,,14.0.1.305989
ПО,Citrix Workspace,,22.01.0
ПО,Citrix Workspace,,23.01.1
ПО,Citrix Workspace,,23.01.0
ПО,Citrix Workspace,,20.02.0
ПО,Citrix Workspace,,22.04.0
ПО,Citrix Workspace,,22.06.1
непонятно,Citrix Workspace Updater,,21.08.1
ПО,Civilization VI,,1.4.3
не ПО,CKConfettiEffect,пакет,1.0
не ПО,CKConfettiEffect,пакет,
не ПО,CKEchoEffect,пакет,1.0
не ПО,CKEchoEffect,пакет,
не ПО,CKFireworksEffect,пакет,1.0
не ПО,CKFireworksEffect,пакет,
не ПО,CKHappyBirthdayEffect,пакет,1.0
не ПО,CKHappyBirthdayEffect,пакет,
не ПО,CKHeartEffect,пакет,1.0
не ПО,CKHeartEffect,пакет,
не ПО,CKLasersEffect,пакет,1.0
не ПО,CKLasersEffect,пакет,
не ПО,CKShootingStarEffect,пакет,1.0
не ПО,CKShootingStarEffect,пакет,
не ПО,CKSparklesEffect,пакет,1.0
не ПО,CKSparklesEffect,пакет,
не ПО,CKSpotlightEffect,пакет,1.0
не ПО,CKSpotlightEffect,пакет,
ПО,clamsmtp,,1.10-alt4
непонятно,clang-10,,1:10.0.0-4ubuntu1
непонятно,Class Progress,,1.0
не ПО,ClassKit,framework,
не ПО,ClassKitAccountNotificationPlugin,пакет,
не ПО,ClassKitSettings,расширение программ и систем,1.0
не ПО,ClassKitSettings,расширение программ и систем,
не ПО,ClassKitUI,framework,1.2
не ПО,ClassKitUI,framework,
не ПО,ClassroomKit,framework,
не ПО,ClassroomSettings,расширение программ и систем,1.0
не ПО,ClassroomSettings,расширение программ и систем,
не ПО,ClassroomStudentMenuExtra,нативное приложение,1.0
не ПО,ClassroomStudentMenuExtra,нативное приложение,
не ПО,ClassroomStudentMigrator,пакет,
ПО,Cleaner One,,6.4.6
ПО,CleanMyMac 3,,3.11.1
ПО,clementine,,1.4.0~rc1+dfsg-1
непонятно,cli-common,,0.10
ПО,CLion,,2021.3.3
ПО,CLion,,2021.3.2
ПО,CLion,,2020.2.3
ПО,CLion,,2021.2
ПО,CLion,,2020.3
ПО,CLion,,2022.3.2
ПО,CLion,,2019.1
ПО,CLion,,2019.3.1
ПО,CLion,,2020.1
ПО,CLion,,2020.3.3
ПО,CLion,,2021.2.1
ПО,CLion,,2021.2.3
не ПО,ClockFlowPlugin,пакет,1.0
не ПО,ClockFlowPlugin,пакет,
не ПО,ClockKit,framework,1.0
не ПО,ClockKit,framework,
не ПО,ClockMenuExtraPreferences,framework,
не ПО,CloudBookmarksAccountNotifier,пакет,
не ПО,CloudDocs,framework,
не ПО,CloudDocsAccountNotificationPlugin,пакет,
не ПО,CloudDocsDaemon,framework,
не ПО,CloudDocsDataclassOwnerPlugin,пакет,
не ПО,CloudFamilyRestrictions,framework,
не ПО,CloudFamilyRestrictionsDaemon,framework,
ПО,Cloudflare WARP,,1.6.27.0
не ПО,CloudKit,framework,
не ПО,CloudKitAuthenticationPlugin,пакет,
не ПО,CloudKitCode,framework,
не ПО,CloudKitCodeProtobuf,framework,
не ПО,CloudKitDaemon,framework,
не ПО,CloudKitDistributedSync,framework,1.0
не ПО,CloudKitDistributedSync,framework,
не ПО,CloudKitNotificationPlugin,пакет,
не ПО,CloudPhotoLibrary,framework,
не ПО,CloudPhotoServices,framework,
не ПО,CloudPhotoServicesConfiguration,framework,
не ПО,CloudServices,framework,
не ПО,CloudSettings,framework,1.0
не ПО,CloudSettings,framework,
не ПО,CloudSharing,framework,1.0
не ПО,CloudSharing,framework,1.2
не ПО,CloudSharing,framework,
не ПО,CloudSharingUI,framework,1.0
не ПО,CloudSharingUI,framework,1.2
не ПО,CloudSharingUI,framework,
не ПО,CloudSubscriptionFeatures,framework,1.0
не ПО,CloudSubscriptionFeatures,framework,
не ПО,CMCapture,framework,1.0
не ПО,CMCapture,framework,
не ПО,CMCaptureCore,framework,1.0
не ПО,CMCaptureCore,framework,
не ПО,CMContinuityCaptureCore,framework,1.0
не ПО,CMContinuityCaptureCore,framework,
не ПО,CMImaging,framework,1.0
не ПО,CMImaging,framework,
не ПО,CMPhoto,framework,1.0
не ПО,CMPhoto,framework,
не ПО,Cocoa,framework,
непонятно,Code,,1.64.1
непонятно,Code,,1.75.1
непонятно,Code,,1.76.2
непонятно,Code,,1.77.1
непонятно,Code,,1.77.0
непонятно,Code,,1.77.3
непонятно,Code,,1.79.2
непонятно,Code,,1.74.3
непонятно,Code,,1.76.0
непонятно,Code,,1.78.2
непонятно,Code,,1.80.1
непонятно,Code,,1.76.1
непонятно,Code,,1.73.1
непонятно,Code,,1.80.2
непонятно,Code,,1.70.2
непонятно,Code,,1.75.0
непонятно,Code,,1.79.0
непонятно,Code,,1.67.2
непонятно,Code,,1.68.1
непонятно,Code,,1.72.0
непонятно,Code,,1.73.0
непонятно,Code,,1.66.0
непонятно,Code,,1.66.2
непонятно,Code,,1.72.2
непонятно,Code,,1.74.1
непонятно,Code,,1.74.2
непонятно,Code,,1.77.2
непонятно,Code,,1.80.0
непонятно,Code,,1.65.2
непонятно,Code,,1.71.2
непонятно,Code,,1.74.0
непонятно,Code,,1.78.0
непонятно,Code,,1.64.2
непонятно,Code,,1.66.1
непонятно,Code,,1.67.1
непонятно,Code,,1.68.0
непонятно,Code,,1.69.1
непонятно,Code,,1.70.0
непонятно,Code,,1.71.0
непонятно,Code,,1.71.1
непонятно,Code,,1.78.1
непонятно,Code School for Xcode Free -Learn How to Make Apps,,1.1.3
ПО,CodeMeter,,6.60.2878
ПО,CodeReady Containers,,1.0.9
не ПО,Coherence,framework,
не ПО,Coherence_CloudKit_Private,framework,
не ПО,Collaboration,framework,
непонятно,Collada In-Out,,22.0.0 v1 RUS (3009)
не ПО,CollectionViewCore,framework,1.0
не ПО,CollectionViewCore,framework,
не ПО,ColorSync,framework,
не ПО,ColorSyncLegacy,framework,
не ПО,ColourSensorFilterPlugin,модуль,1.0
не ПО,ColourSensorFilterPlugin,модуль,
не ПО,com.apple.alarm,модуль,
не ПО,com.apple.amfi.usernotifications,пакет,1.0
не ПО,com.apple.amfi.usernotifications,пакет,
не ПО,com.apple.amp.MusicUI,пакет,1.0
не ПО,com.apple.amp.MusicUI,пакет,
не ПО,com.apple.AnnotationKit,пакет,1.0
не ПО,com.apple.AnnotationKit,пакет,
не ПО,com.apple.apfsuseragent,пакет,
не ПО,com.apple.appleaccount.notifications,пакет,1.0
не ПО,com.apple.appleaccount.notifications,пакет,
не ПО,com.apple.AppleKeyStoreEvents,модуль,1.0
не ПО,com.apple.AppleKeyStoreEvents,модуль,
непонятно,com.apple.AppleMediaServicesUI.engagement.notifications,,1.0
не ПО,com.apple.AppleMediaServicesUI.engagement.notifications.macOS,пакет,1.0
не ПО,com.apple.AppleMediaServicesUI.engagement.notifications.macOS,пакет,
не ПО,com.apple.AppSSOKerberos.notifications,пакет,1.0
не ПО,com.apple.AppSSOKerberos.notifications,пакет,
не ПО,com.apple.AppStore,пакет,1.0
не ПО,com.apple.AppStore,пакет,
не ПО,com.apple.askpermission.AccountNotificationPlugin,пакет,
не ПО,com.apple.askpermission.notifications,пакет,
не ПО,com.apple.battery-monitor,пакет,
не ПО,com.apple.bonjour,модуль,
не ПО,com.apple.bootcampassistant,пакет,1.0
не ПО,com.apple.bootcampassistant,пакет,
не ПО,com.apple.BTMNotificationAgent,пакет,1.0
не ПО,com.apple.BTMNotificationAgent,пакет,
не ПО,com.apple.BTUserNotifications,пакет,1.0
не ПО,com.apple.BTUserNotifications,пакет,
не ПО,com.apple.ccid,,1.0
не ПО,com.apple.cfnotification,модуль,
не ПО,com.apple.ClassKitProgressNotifications,пакет,1.0
не ПО,com.apple.ClassKitProgressNotifications,пакет,
не ПО,com.apple.cmio.ContinuityCamera.notifications,пакет,
не ПО,com.apple.ConsoleKit,,1.0
не ПО,com.apple.controlcenter,пакет,1.0
не ПО,com.apple.controlcenter,пакет,
не ПО,com.apple.controlcenter.notifications.airplay,пакет,1.0
не ПО,com.apple.controlcenter.notifications.airplay,пакет,
не ПО,com.apple.controlcenter.notifications.focus,пакет,1.0
не ПО,com.apple.controlcenter.notifications.focus,пакет,
не ПО,com.apple.controlcenter.notifications.low-battery,пакет,1.0
не ПО,com.apple.controlcenter.notifications.low-battery,пакет,
не ПО,com.apple.cts,модуль,
не ПО,com.apple.DiagnosticExtensions.VoiceMemos,расширение программ и систем,1.0
не ПО,com.apple.DiagnosticExtensions.VoiceMemos,расширение программ и систем,
не ПО,com.apple.diskarbitration,модуль,
не ПО,com.apple.dispatch.vfs,модуль,
не ПО,com.apple.donotdisturb,пакет,1.0
не ПО,com.apple.donotdisturb,пакет,
не ПО,com.apple.donotdisturb.private.app-launch,пакет,1.0
не ПО,com.apple.donotdisturb.private.app-launch,пакет,
не ПО,com.apple.donotdisturb.private.driving-trigger,пакет,1.0
не ПО,com.apple.donotdisturb.private.driving-trigger,пакет,
не ПО,com.apple.donotdisturb.private.intents.preload,пакет,1.0
не ПО,com.apple.donotdisturb.private.intents.preload,пакет,
не ПО,com.apple.donotdisturb.private.intents.user-interactive.preload,пакет,1.0
не ПО,com.apple.donotdisturb.private.intents.user-interactive.preload,пакет,
не ПО,com.apple.donotdisturb.private.schedule,пакет,1.0
не ПО,com.apple.donotdisturb.private.schedule,пакет,
не ПО,com.apple.donotdisturb.private.sleeping-trigger,пакет,1.0
не ПО,com.apple.donotdisturb.private.sleeping-trigger,пакет,
не ПО,com.apple.donotdisturb.private.smart-trigger,пакет,1.0
не ПО,com.apple.donotdisturb.private.smart-trigger,пакет,
не ПО,com.apple.donotdisturb.private.workout-trigger,пакет,1.0
не ПО,com.apple.donotdisturb.private.workout-trigger,пакет,
не ПО,com.apple.donotdisturb.user-toggles.preload,пакет,1.0
не ПО,com.apple.donotdisturb.user-toggles.preload,пакет,
не ПО,com.apple.driver.AppleParavirtGPU,,13.4.13
не ПО,com.apple.driver.AppleParavirtGPU,,13.0.34
не ПО,com.apple.driver.AppleParavirtGPU,,1.0
не ПО,com.apple.driver.AppleParavirtGPUIOGPUFamily,,13.4.13
не ПО,com.apple.driver.AppleParavirtGPUIOGPUFamily,,13.0.34
не ПО,com.apple.driver.AppleParavirtGPUIOGPUFamily,,1.0
не ПО,com.apple.driver.AppleVideoToolboxParavirtualization,,13.4.13
не ПО,com.apple.driver.AppleVideoToolboxParavirtualization,,13.0.34
не ПО,com.apple.ExternalAccessory.matching,модуль,
не ПО,com.apple.FaceTime.FaceTimeNotificationCenterService,пакет,1.0
не ПО,com.apple.FaceTime.FaceTimeNotificationCenterService,пакет,
не ПО,com.apple.familynotifications,пакет,
не ПО,com.apple.FinderKit,пакет,1.0
не ПО,com.apple.FinderKit,пакет,
не ПО,com.apple.frameworks.preferencepanessupport,пакет,1.0
не ПО,com.apple.frameworks.preferencepanessupport,пакет,
не ПО,com.apple.fsevents.matching,модуль,
не ПО,com.apple.gamecenter,пакет,
не ПО,com.apple.GameControllerNotifications,пакет,1.0
не ПО,com.apple.GameControllerNotifications,пакет,
не ПО,com.apple.Home,пакет,
не ПО,com.apple.Home.bundle com.apple.iCal,пакет,
не ПО,com.apple.iCal,пакет,
не ПО,com.apple.identityservicesd.firewall,пакет,
не ПО,com.apple.iokit.AppleParavirtIOSurface,,13.4.13
не ПО,com.apple.iokit.AppleParavirtIOSurface,,13.0.34
не ПО,com.apple.iokit.AppleParavirtIOSurface,,1.0
не ПО,com.apple.iokit.IOARCFamily,,630.4
не ПО,com.apple.iokit.IOARCFamily,,640.21
не ПО,com.apple.iokit.IOARCFamily,,650.3
не ПО,com.apple.iokit.matching,модуль,
не ПО,com.apple.launchd.helper,модуль,
не ПО,com.apple.LinkPresentation,,1.0
не ПО,com.apple.lockout.lifecycle,модуль,
не ПО,com.apple.loginwindow,,1.0
не ПО,com.apple.Maps.AppKitHelper,пакет,1.0
не ПО,com.apple.Maps.AppKitHelper,пакет,
не ПО,com.apple.mdmclient.usernotifications.v2,пакет,10.3
не ПО,com.apple.mdmclient.usernotifications.v2,пакет,10.4
не ПО,com.apple.mdmclient.usernotifications.v2,пакет,9.5
не ПО,com.apple.mdmclient.usernotifications.v2,пакет,10.5
не ПО,com.apple.mdmclient.usernotifications.v2,пакет,
не ПО,com.apple.MessagesAppKitBridge,пакет,1.0
не ПО,com.apple.MessagesAppKitBridge,пакет,
не ПО,com.apple.MobileSoftwareUpdate.UpdateBrainService,,1.0
не ПО,com.apple.nc.donotdisturb.user-toggles.preload,пакет,1.0
не ПО,com.apple.nc.donotdisturb.user-toggles.preload,пакет,
не ПО,com.apple.netsvcproxy,модуль,
не ПО,com.apple.networkextension,модуль,
не ПО,com.apple.notificationcenter.askpermissions,пакет,
не ПО,com.apple.NRD.UpdateBrainService,,1.0
не ПО,com.apple.nsurlsessiond,модуль,
не ПО,com.apple.onboarding.advertising,пакет,
не ПО,com.apple.onboarding.analyticsapp,пакет,
не ПО,com.apple.onboarding.analyticsdevice,пакет,
не ПО,com.apple.onboarding.analyticsicloud,пакет,
не ПО,com.apple.onboarding.applearcade,пакет,
не ПО,com.apple.onboarding.applearcade.appstore.storePersonalization,пакет,1.0
не ПО,com.apple.onboarding.applearcade.appstore.storePersonalization,пакет,
не ПО,com.apple.onboarding.applecard,пакет,
не ПО,com.apple.onboarding.appleid,пакет,
не ПО,com.apple.onboarding.applemusic,пакет,
не ПО,com.apple.onboarding.applemusicfriends,пакет,
не ПО,com.apple.onboarding.applepay,пакет,
не ПО,com.apple.onboarding.appstore,пакет,
не ПО,com.apple.onboarding.businesschat,пакет,
не ПО,com.apple.onboarding.camera,пакет,1.0
не ПО,com.apple.onboarding.camera,пакет,
не ПО,com.apple.onboarding.classkit,пакет,1.0
не ПО,com.apple.onboarding.classkit,пакет,
не ПО,com.apple.onboarding.cloudcalling,пакет,
не ПО,com.apple.onboarding.facetime,пакет,1.0
не ПО,com.apple.onboarding.facetime,пакет,
не ПО,com.apple.onboarding.findmy,пакет,1.0
не ПО,com.apple.onboarding.findmy,пакет,
не ПО,com.apple.onboarding.gamecenter,пакет,
не ПО,com.apple.onboarding.ibooks,пакет,
не ПО,com.apple.onboarding.ibooks.storePersonalization,пакет,1.0
не ПО,com.apple.onboarding.ibooks.storePersonalization,пакет,
не ПО,com.apple.onboarding.icloudkeychain,пакет,
не ПО,com.apple.onboarding.improveCommSafety,пакет,1.0
не ПО,com.apple.onboarding.improveCommSafety,пакет,
не ПО,com.apple.onboarding.improvemaps,пакет,1.0
не ПО,com.apple.onboarding.improvemaps,пакет,
не ПО,com.apple.onboarding.improvesiridictation,пакет,
не ПО,com.apple.onboarding.itunesstore,пакет,
не ПО,com.apple.onboarding.itunesstore.storePersonalization,пакет,1.0
не ПО,com.apple.onboarding.itunesstore.storePersonalization,пакет,
не ПО,com.apple.onboarding.itunesu,пакет,
не ПО,com.apple.onboarding.locationservices,пакет,
не ПО,com.apple.onboarding.mailprivacy,пакет,1.0
не ПО,com.apple.onboarding.mailprivacy,пакет,
не ПО,com.apple.onboarding.maps,пакет,1.0
не ПО,com.apple.onboarding.maps,пакет,
не ПО,com.apple.onboarding.mapsrap,пакет,
не ПО,com.apple.onboarding.messages,пакет,1.0
не ПО,com.apple.onboarding.messages,пакет,
не ПО,com.apple.onboarding.mysports,пакет,1.0
не ПО,com.apple.onboarding.mysports,пакет,
не ПО,com.apple.onboarding.news,пакет,
не ПО,com.apple.onboarding.newsletter,пакет,
не ПО,com.apple.onboarding.newsletterissues,пакет,1.0
не ПО,com.apple.onboarding.newsletterissues,пакет,
не ПО,com.apple.onboarding.newsletterunified,пакет,1.0
не ПО,com.apple.onboarding.newsletterunified,пакет,
не ПО,com.apple.onboarding.passwords,пакет,1.0
не ПО,com.apple.onboarding.passwords,пакет,
не ПО,com.apple.onboarding.podcasts,пакет,
не ПО,com.apple.onboarding.privacypane,пакет,
не ПО,com.apple.onboarding.privacypanemini,пакет,
не ПО,com.apple.onboarding.privaterelay,пакет,1.0
не ПО,com.apple.onboarding.privaterelay,пакет,
не ПО,com.apple.onboarding.ratingsAndPhotos,пакет,1.0
не ПО,com.apple.onboarding.ratingsAndPhotos,пакет,
не ПО,com.apple.onboarding.safari,пакет,1.0
не ПО,com.apple.onboarding.safari,пакет,
не ПО,com.apple.onboarding.search,пакет,
не ПО,com.apple.onboarding.shortcutssharing,пакет,1.0
не ПО,com.apple.onboarding.shortcutssharing,пакет,
не ПО,com.apple.onboarding.signinwithapple,пакет,
не ПО,com.apple.onboarding.signinwithmaid,пакет,1.0
не ПО,com.apple.onboarding.signinwithmaid,пакет,
